title,city/area,block/sector,bedroom,bathroom,sqrtFeet,price
For Rental Purpose 1887 Sq Ft Flat Is Now Up For Rent In Bashundhara R/a Close To Mez..., Bashundhara R-A,Block A,3,4,800.0,4000000.0
A Nicely Planned Flat Is Up For Rent In Bashundhara Nearby Apollo Hospital, Bashundhara R-A,Block A,3,4,1616.0,7272000.0
Grab This 3500 Sq Ft Apartment Ready For Rent In Banani Dohs, Banani DOHS,Road No 4,3,4,1000.0,7000000.0
"A Nice Residential Full Furnished Flat For Rent Can Be Found In Gulshan 1, Nearby Al ...", Gulshan,Gulshan 1,2,2,1160.0,4408000.0
Extravagant 3800 Sq Ft Ready Apartment For Rent In Baridhara, Baridhara,Block K,4,5,1700.0,15000000.0
A 1660 Square Feet Ready Flat For Rent Nearby Popular Medical College In Dhanmondi, Dhanmondi,Road No 2,3,3,1851.0,13882500.0
1200 Square Feet Apartment Is For Rent In Adabor, Adabor,Baitul Aman Housing Society,3,3,820.0,3700000.0
2200 Sq Ft Vacant Flat For Rent In Uttara-12, Uttara,Sector 12,3,6,1500.0,12200000.0
An Apartment Is Up For Rent At Uttara Nearby Uttara University., Uttara,Sector 6,3,3,1550.0,15000000.0
Apartment For Rent In Mohammadpur Near Mohammadpur Shia Masjid, Mohammadpur,Bosila,3,3,1500.0,12500000.0
2200 Sq Ft Wonderful Flat Is Now Up For Rent In Baridhara Block K., Baridhara,Block K,3,3,1400.0,10500000.0
Dwell In This 1255 Sq Ft Apartment Ready For Rent In Mirpur-1, Mirpur,Section 1,3,3,1250.0,9000000.0
"Take This Nice 1216 Sq Ft Rental Flat In Kallyanpur, To Fulfill Your Wish", Mirpur,Kallyanpur,3,3,1300.0,15000000.0
1400 SQ FT nice and fine flat is now for rent in Aftab Nagar, Aftab Nagar,Block E,3,3,1250.0,8000000.0
An Apartment Of 2145 Sq Ft Is Ready For Rent At Uttara-7, Uttara,Sector 7,2,3,1550.0,13000000.0
4400 Sq Ft Residential Flat With 4 Bedrooms Is Up For Rent In Baridhara, Baridhara,Block K,4,4,1760.0,18480000.0
"A 1240 Sq Ft Apartment For Rent In Aftab Nagar, Near East West University", Aftab Nagar,Block E,3,3,1025.0,7500000.0
Obtain Your New Residence At This 2000 Sq Ft Apartment Up For Rent At Gulshan 1 Nearb..., Gulshan,Gulshan 1,3,3,1000.0,6500000.0
Plan to move in this 3305 SQ FT flat which is up to Rent in Baridhara near to America..., Baridhara,Block K,4,4,700.0,2000000.0
1500 Sq Ft Nice Flat For Rent In Paribagh, Paribagh,Poribagh Road Number 2,3,3,1250.0,7000000.0
A Nice Residential Flat For Rent Can Be Found In Baridhara Nearby High Commission Of ..., Baridhara,Block K,4,5,1250.0,7000000.0
"In A Clam Location Of Japan Garden City, A Residential Place Is For Rent.", Mohammadpur,Japan Garden City,3,3,1750.0,8500000.0
We Are Offering You A 3000 Sq Ft Ready Flat For Rent In Baridhara, Baridhara,Block K,4,4,1050.0,8200000.0
Superb 1250 SQ FT flat is available to Rent in Bashundhara R-A, Bashundhara R-A,Block K,3,3,2950.0,32000000.0
Shift In This 6300 Sq Ft Apartment Of Abundant Floor Space For Rent In Baridhara, Baridhara,Block K,4,5,625.0,3400000.0
An Attractive Apartment Is Available For Rent Covering An Area Of 3000 Sq Ft In Gulsh..., Gulshan,Gulshan 2,4,4,1600.0,16000000.0
An Apartment Of 4500 Sq Ft Is Up For Rent At Baridhara, Baridhara,Block K,3,4,1600.0,16000000.0
A 3500 Sq Ft Apartment Is Waiting For Rent At Baridhara Nearby High Commission Of Mal..., Baridhara,Block K,4,4,1650.0,11700000.0
"This 1050 Sq Ft Flat Is Up For Rent Within Your Affordability, Is Located At Mohammad...", Mohammadpur,Mohammadi Housing LTD.,3,2,1400.0,9500000.0
A Relaxing 1250 Sq Ft Residential Property Is Up For Rent At Mohammadia Housing Socie..., Mohammadpur,Mohammadia Housing Society,3,3,1300.0,10000000.0
Reasonably Priced A Residential Flat Of 1550 Sq Ft Is Ready For Track Down In Nikunja..., Nikunja,Nikunja 2,3,3,1400.0,9500000.0
"An Apartment Is Ready For Rent At Nikunja 2, Near Residential Laboratory College", Nikunja,Nikunja 2,3,3,1150.0,7000000.0
"At Sohrawardy Avenue, Flat For Rent Close To Baridhara Jame Masjid", Baridhara,Block K,4,4,250.0,3400000.0
Check This Apartment Up For Rent At West Shewrapara Near East West International Scho..., Mirpur,West Shewrapara,2,2,1320.0,6100000.0
"Flat Can Be Found In Gulshan 1 For Rent, Near Sea Breeze International School", Gulshan,Gulshan 1,3,4,1700.0,9850000.0
2700 Sq Ft Full Furnished Flat For Rent In Dhanmondi, Dhanmondi,Road No 8A,3,3,950.0,5200000.0
1100 Sq Ft Flat With 3 Bedrooms Is Up For Rent In Mohammadpur, Mohammadpur,Mohammadi Housing LTD.,3,3,2380.0,21500000.0
Reside In This 1400 Sq Ft Flat Ready For Rent In Mohammadpur, Mohammadpur,Mohammadi Housing LTD.,3,2,1425.0,9000000.0
"Pursue This 1400 Sq Ft Flat Up For Rent In Mohammadpur, Mohammadi Housing Ltd.", Mohammadpur,Mohammadi Housing LTD.,3,2,1400.0,11500000.0
Pleasant 1400 Sq Ft Flat For Rent In Mohammadpur, Mohammadpur,Mohammadi Housing LTD.,3,2,625.0,2500000.0
Standard 1250 Square Feet Apartment For Rent In Adabor, Adabor,Baitul Aman Housing Society,3,3,1275.0,7000000.0
Reasonable 1375 Sq Ft Residential Apartment For Rent In Kallyanpur, Mirpur,Kallyanpur,3,3,1384.0,9000000.0
View This 1250 Sq Ft Apartment For Rent In Mirpur-12, Mirpur,Section 12,3,3,1245.0,6800000.0
Live In This 1250 Sq Ft Apartment Ready To Rent In Mirpur-12, Mirpur,Section 12,3,3,800.0,3800000.0
Select Your Next Residing Place At This Nice Flat Of 1350 Sq Ft Which Is Up For Rent ..., Banasree,Block E,3,3,1100.0,4700000.0
"1500 Square Feet Apartment Is For Rent In The Nice Area Of Shyamoli, Mirpur Road", Shyamoli,Mirpur Road,3,3,1050.0,4700000.0
"We Are Offering You A Spacious 3900 Sq Ft Flat For Rent In Block K, Baridhara", Baridhara,Block K,4,4,1166.0,5800000.0
West Agargaon Is Offering You A 1520 Sq Ft Flat For Rent, Agargaon,West Agargaon,3,3,900.0,4100000.0
Reside In This 1500 Sq Ft Rental Property In The Location Of North Adabor, Adabor,North Adabor,3,3,950.0,4000000.0
"Make This 1500 Sq Ft Flat Your Next Residing Location, Which Is Up To Rent In Bashund...", Bashundhara R-A,Block G,3,3,1250.0,7600000.0
Take This 1575 Sq Ft Flat Up For Rent In Mirpur-15, Mirpur,Section 15,3,3,2300.0,22000000.0
1500 Sq Ft Flat Is Now Vacant To Rent In Uttara, Uttara,Sector 12,3,3,4350.0,57000000.0
In The Location Of Darussalam An Apartment Of 1390 Sq.Ft Is For rent., Mirpur,Darussalam,3,3,1175.0,8200000.0
"Live A Cheerful Life In This 2000 Sq Ft Flat To Rent In Baridhara, Block J", Baridhara,Block J,3,4,1537.0,14500000.0
Great Location! Check Out This 3700 Sq Ft Semi Furnished Flat For Rent In Gulshan 1, Gulshan,Gulshan 1,3,4,2250.0,21800000.0
"Deal With This 3000 Sq Ft Splendid Flat For Rent In Baridhara, K Block", Baridhara,Block K,4,4,950.0,4300000.0
"Meet With A Fascinating 1100 Sq Ft Ready Flat For Rent In Nobodoy Housing Society, Mo...", Mohammadpur,Nobodoy Housing Society,3,3,800.0,4200000.0
"1380 Sq Ft Apartment With 3 Bedrooms Is Ready For Rent In Mirpur, Ahmed Nagar", Mirpur,Ahmed Nagar,3,3,1070.0,9630000.0
"Grab This 1150 Square Feet Apartment For Rent In Mohammadpur, Japan Garden City", Mohammadpur,Japan Garden City,3,2,750.0,4200000.0
1200 Square Feet Apartment With 2 Bedrooms Is Ready For Rent In Uttara-7, Uttara,Sector 7,2,2,1460.0,9000000.0
"Affordable And Wonderful Residential Apartment Up For Rent In Mirpur, Kallyanpur.", Mirpur,Kallyanpur,3,3,2390.0,33500000.0
Besides Bashundhara Boro Masjid A 2318 Square Feet Residential Apartment Is Up For Re..., Bashundhara R-A,Block D,3,4,887.0,3000000.0
See This Apartment Is Up For Rent In Mohammadpur Near Milestone School &amp; College., Mohammadpur,Mohammadia Housing Society,3,3,1240.0,8700000.0
"Sophisticated Style! This 3 Bedroom Apartment For Rent In Baridhara, Park Road Is All...", Baridhara,Block K,3,4,1180.0,6500000.0
This 1200 Sq Ft Flat For Rent Is Located In Bashundhara R-A, Bashundhara R-A,Block K,3,3,2785.0,44000000.0
Amazing Flat Including 4 Bedroom Are Up For Rent In Gulshan 2, Gulshan,Gulshan 2,4,4,1550.0,14500000.0
Start Living In This Gorgeous Flat Of 3850 Sq Ft Located At Gulshan 2 Unoccupied For ..., Gulshan,Gulshan 2,4,4,730.0,5000000.0
We Are Offering You A Very Spacious 3850 Sq Ft Flat For Rent In Gulshan 2, Gulshan,Gulshan 2,4,4,1020.0,5500000.0
A Modern Well-planned Flat Of 3850 Sq Ft Is Up For Rent Is Situated In Gulshan 2, Gulshan,Gulshan 2,4,4,2025.0,23000000.0
In An Urban Location This 4 Bedroom Home Is Vacant For Rent In West Shewrapara Close ..., Mirpur,West Shewrapara,4,3,1650.0,13500000.0
"Fairly Large Apartment Of 1250 Sq Ft Is Ready For Rent In Mohammadi Housing Ltd, Moha...", Mohammadpur,Mohammadi Housing LTD.,3,2,1281.0,7800000.0
Luxury All Around In This 3343 Sq.Ft Gulshan 1 Flat Which Is Near To Singapore School..., Gulshan,Gulshan 1,3,4,986.0,6200000.0
Reside In This Amazing 5400 Sq Ft Ready Flat For Rent In Gulshan 2, Gulshan,Gulshan 2,5,5,1400.0,7800000.0
"Reside In This 1480 Sq Ft Flat For Rent In Bashundhara R-a, Block E", Bashundhara R-A,Block E,3,3,2120.0,33000000.0
Offering You An Excellent 1800 Sq Ft Flat For Rent In Gulshan 1, Gulshan,Gulshan 1,3,3,1350.0,6500000.0
Excellent Flat Of 3000 Sq Ft Is All Set For Rent In The Fine Location Of Gulshan 1, Gulshan,Gulshan 1,4,4,1350.0,9500000.0
A Well Designed 3000 Sq Ft Apartment Is Waiting For Rent At Gulshan 1 Nearby Club Not..., Gulshan,Gulshan 1,4,4,1650.0,12500000.0
3600 Sq Ft Ready Semi Furnished Apartment For Rent In Gulshan 2, Gulshan,Gulshan 2,4,4,1220.0,5000000.0
Here Is A Well Defined Flat Of 2100 Sq Ft Waiting For Rent At Gulshan 2, Gulshan,Gulshan 2,3,3,1550.0,12500000.0
"1250 Sq Ft Apartment Is Ready For Rent In Aftab Nagar, Block A, Main Road", Aftab Nagar,Block A,3,3,1550.0,12500000.0
"In The Location Of Shantibag, 3-Bedroom Apartment Is Up To Rent", Malibagh,Shantibag,3,3,1200.0,8700000.0
Standard 1200 Sq Ft Apartment Is Ready For Rent In West Rampura, Rampura,West Rampura,3,3,1200.0,8700000.0
1170 Sq Ft Apartment With 3 Bedrooms Is Ready For Rent In West Rampura, Rampura,West Rampura,3,3,700.0,4700000.0
"Pursue This 1150 Sq Ft Flat For Rent In Dakshin Khan, Shah Kabir Mazar Road", Dakshin Khan,Shah Kabir Mazar Road,3,3,1080.0,5560000.0
"1500 Sq Ft Flat Is Available For Rent In Bashundhara R-a, Block G", Bashundhara R-A,Block G,3,3,2787.0,29000000.0
Reside In This 2600 Sq Ft Full Furnished Apartment For Rent In Baridhara, Baridhara,Block K,3,3,1500.0,16000000.0
View This 1000 Sq Ft Apartment Ready For Rent In West Rampura, Rampura,West Rampura,2,2,1320.0,9300000.0
Noticeable 1700 Sq Ft Ready Apartment For Rent In Maghbazar, Maghbazar,Outer Circular Road,3,3,1587.0,15900000.0
1800 Sq Ft Modest Apartment For Rent In Mirpur 1, Mirpur,Section 1,4,4,800.0,5300000.0
